Agreement,Agreementname,ACCT,Territory,Region,TransactionDate,EE,ND,SD,GR,WW,Other,TOTAL,DOCS,AccountName,QuotaEE,QuotaND,QuotaSD,QuotaGR,QuotaWW,QuotaOther,LastYearEE,LastYearND,LastYearSD,LastYearGR,LastYearWW,LastYearOther,Year,Period
    ,,19302,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,THE CO-OPERATORS,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,119466,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,DR. R. HSIUNG,0,24.76,0,0,0,1.75,0,24.04,0,0,0,1.7,2020,6
    ,,239000,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,IAUTO CONNECT,5.41,0,0,0,0,10.29,5.25,0,0,0,0,9.99,2020,6
750,ListenUp! Canada                                  ,215975,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HEARINGLIFE CANADA LTD.,0,68.38,0,0,0,0,0,66.39,0,0,0,0,2020,6
937,Associate Veterinary Clinics                      ,244513,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,CENTRAL ANIMAL HOSPITAL,0,18.93,0,0,0,0,0,18.38,0,0,0,0,2020,6
    ,,5503,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,NOVA MUTUAL INSURANCE COMPANY,36,0,0,0,0,0.22,34.95,0,0,0,0,0.21,2020,6
    ,,239267,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ENCORE EYECARE,0,125.07,0,0,0,5.25,0,121.43,0,0,0,5.1,2020,6
186,Primerica Life Insurance Company of Canada        ,238504,CORP1,Quebec,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA LIFE - SCOTT J. CAMPBELL,0,24.76,0,0,0,0,0,24.04,0,0,0,0,2020,6
    ,,233088,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,PARKINSON ASSOCIATION OF ALBERTA,0,42.7,0,0,0,0,0,41.46,0,0,0,0,2020,6
    ,,168689,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,DR KRISTA BREE ROGOZA OPTOMETRY,0,18.56,0,0,0,0.88,0,18.02,0,0,0,0.85,2020,6
    ,,13658,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,WALTON RESTORATION,0,30.42,0,0,0,3.5,0,29.53,0,0,0,3.4,2020,6
186,Primerica Life Insurance Company of Canada        ,239242,CORP1,west,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA LIFE - JACKY,0,21.61,0,0,0,0,0,20.98,0,0,0,0,2020,6
    ,,202641,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,MANULIFE SECURITIES INC.,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,247456,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,INVISOR,0,18.91,0,0,0,1.75,0,18.36,0,0,0,1.7,2020,6
    ,,97028,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,MICHAUD OPTICAL,0,34.33,0,0,0,0,0,33.33,0,0,0,0,2020,6
750,ListenUp! Canada                                  ,239795,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HEARINGLIFE CANADA LTD.,0,31.02,0,0,0,0,0,30.12,0,0,0,0,2020,6
    ,,174968,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,W.E. LEUNG & C.W. HO PROFESSIONAL,0,172.39,0,0,0,7,0,167.37,0,0,0,6.8,2020,6
    ,,241430,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,DULIBAN INSURANCE BROKERS LTD.,12.02,0,0,0,0,11.53,11.67,0,0,0,0,11.19,2020,6
    ,,84148,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,CO-OPERATORS,12.02,0,0,0,0,2.84,11.67,0,0,0,0,2.76,2020,6
    ,,240684,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,PACIFIC WEALTH MANAGEMENT LTD.,0,8.48,0,0,0,0.88,0,8.23,0,0,0,0.85,2020,6
    ,,175764,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,"ZELJKO POPOVIC, D.D.",0,23.59,0,0,0,0,0,22.9,0,0,0,0,2020,6
186,Primerica Life Insurance Company of Canada        ,247416,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA FINANCIAL SERVICES,0,54.04,0,0,0,0,0,52.47,0,0,0,0,2020,6
    ,,207900,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,STARK AUTO SALES,0,22.54,0,0,0,0,0,21.88,0,0,0,0,2020,6
    ,,161331,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,BUDGET OPTICAL INC.,0,91.94,0,0,0,0,0,89.26,0,0,0,0,2020,6
    ,,222003,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,HOLLIS WEALTH/ CAPITAL WEALTH,1.08,46.13,0,0,0,2.84,1.05,44.79,0,0,0,2.76,2020,6
862,Entrepot de la Lunette                            ,248023,QUE2 ,central,6/24/2019,0,0,0,0,0,0,0,0,HUDSON'S BAY OPTICAL #8449,0,31.01,0,0,0,2.63,0,30.11,0,0,0,2.55,2020,6
    ,,119894,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,ASSURANCE VIE MARCEL PINET,14.47,0,0,0,0,2.77,14.05,0,0,0,0,2.69,2020,6
    ,,241011,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,ECHELON WEALTH PARTNERS,0,16.01,0,0,0,0,0,15.54,0,0,0,0,2020,6
    ,,78987,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,GLACIERVIEW FINANCIAL SERVICES LTD.,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,234910,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,FOREST HILL HEARING,0,34.33,0,0,0,0,0,33.33,0,0,0,0,2020,6
    ,,171950,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,EYES INSPIRE,0,20.03,0,0,0,0.88,0,19.45,0,0,0,0.85,2020,6
    ,,206473,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ADVANCED HEARING ONTARIO INC.,0,33.28,0,0,0,0,0,32.31,0,0,0,0,2020,6
    ,,69771,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,DR. HUGHSAM,44.34,0,0,0,0,0,43.05,0,0,0,0,0,2020,6
    ,,242285,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HEARCANADA,0,0,0,0,0,568.56,0,0,0,0,0,552,2020,6
    ,,233093,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,HOLLISWEALTH,4.21,0,0,0,0,3.64,4.09,0,0,0,0,3.53,2020,6
982,Desjardins - Centre de Distbution                 ,108028,QUE2 ,central,6/24/2019,0,0,0,0,0,0,0,0,DINS WILL LANGILLE INSURANCE AGENCY,3.87,0,0,0,0,3.98,3.76,0,0,0,0,3.86,2020,6
    ,,30511,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,INSURANCE BUREAU OF CANADA,0,41.45,0,0,0,0,0,40.24,0,0,0,0,2020,6
    ,,9722,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,SOUTHDOWN MANAGEMENT SERVICES,14.8,0,0,0,0,2.84,14.37,0,0,0,0,2.76,2020,6
    ,,56509,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ALLSTATE INSURANCE,0,13.47,0,0,0,0,0,13.08,0,0,0,0,2020,6
    ,,222978,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,ADVANCED PLANNING INSURANCE GROUP,0,34.42,0,0,0,0,0,33.42,0,0,0,0,2020,6
    ,,247922,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,ALDERGROVE OPTOMETRY,0,20.03,0,0,0,0.88,0,19.45,0,0,0,0.85,2020,6
769,Luxottica                                         ,240965,CORP2,west,6/24/2019,0,0,0,0,0,0,0,0,PEARLE VISION 7816,0,26.36,0,0,0,0,0,25.59,0,0,0,0,2020,6
    ,,231494,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ST. JOSEPH'S COLLEGIATE (7-12),0,22.19,0,0,0,0,0,21.54,0,0,0,0,2020,6
750,ListenUp! Canada                                  ,233185,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HEARINGLIFE CANADA LTD.,0,21.22,0,0,0,0,0,20.6,0,0,0,0,2020,6
    ,,174583,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,JACQUES AUDET PROFESSIONAL,0,37.35,0,0,0,0,0,36.26,0,0,0,0,2020,6
    ,,221024,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,FULLER FINANCIAL GROUP,0,33,0,0,0,0,0,32.04,0,0,0,0,2020,6
    ,,41903,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,INSUREBC (VANCOUVER DOWNTOWN),14.17,0,0,0,0,13.3,13.76,0,0,0,0,12.91,2020,6
    ,,153426,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,A. QUE FINANCIAL SERVICES LTD.,0,53.37,0,0,0,4.38,0,51.82,0,0,0,4.25,2020,6
    ,,100388,ONTA ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,RACINE FINANCIAL LTD.,7.75,0,0,0,0,7.95,7.52,0,0,0,0,7.72,2020,6
    ,,52621,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ERYOU BARRISTERS,21.99,18.56,0,0,0,0,21.35,18.02,0,0,0,0,2020,6
    ,,231615,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,QUALITY RETIREMENT ESTATE SERVICES,0,60.24,0,0,0,0,0,58.49,0,0,0,0,2020,6
    ,,178934,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,"KUZIO, DR. MARIA",0,22.89,0,0,0,0,0,22.22,0,0,0,0,2020,6
    ,,173542,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,SHERBOURNE OPTICAL,3.02,0,0,0,0,0.91,2.93,0,0,0,0,0.88,2020,6
    ,,248158,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,ROYAL CLAIM SERVICES LTD.,0,39.53,0,0,0,0,0,38.38,0,0,0,0,2020,6
    ,,131583,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,SINCLAIR DENTAL CO. LTD.,103.82,0,0,0,0,0,100.8,0,0,0,0,0,2020,6
    ,,57031,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,DARDAN CAPITAL CORPORATION,5.64,0,0,0,0,2.2,5.48,0,0,0,0,2.14,2020,6
    ,,122981,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,PRAIRIE VISION,0,58.51,0,0,0,0,0,56.81,0,0,0,0,2020,6
    ,,234817,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,INTACT INSURANCE LEGAL,0,90.01,0,0,0,0,0,87.39,0,0,0,0,2020,6
914,Crawford & Company (Canada) Inc                   ,89188,ONTC ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,CRAWFORD & COMPANY (CANADA) INC.,41.43,0,0,0,0,4.6,40.22,0,0,0,0,4.47,2020,6
    ,,231667,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,VEGREVILLE INSURANCE LTD,0,19.35,0,0,0,0,0,18.79,0,0,0,0,2020,6
205,Hakim Optical                                     ,227664,CORP1,Quebec,6/24/2019,0,0,0,0,0,0,0,0,HAKIM OPTICAL 145,0,33.91,0,0,0,0,0,32.92,0,0,0,0,2020,6
    ,,178574,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,DR. RAJA OPTOMETRY PROF. CORP.,0,58.79,0,0,0,0,0,57.08,0,0,0,0,2020,6
    ,,69362,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,CHANDI INS & FINANCIAL SERVICES,2.28,0,0,0,0,1.65,2.21,0,0,0,0,1.6,2020,6
    ,,23187,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ALLSTATE INSURANCE CO,54.69,0,0,0,0,0,53.1,0,0,0,0,0,2020,6
    ,,226775,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,ORAM SPELLISCY / RAYMOND JAMES,0,33,0,0,0,0,0,32.04,0,0,0,0,2020,6
982,Desjardins - Centre de Distbution                 ,77247,QUE2 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,DINS TED HARP INSURANCE AGENCY LTD.,13.55,0,0,0,0,2.04,13.16,0,0,0,0,1.98,2020,6
    ,,162364,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ABLE FINANCIAL GROUP,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,242603,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,CAA CLUB GROUP OF COMPANIES,0,33,0,0,0,0,0,32.04,0,0,0,0,2020,6
    ,,1948,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,WAYFARER INSURANCE BROKERS LTD.,33.27,0,0,0,0,14.14,32.3,0,0,0,0,13.73,2020,6
    ,,236532,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,SOUTH HILL DENTAL LAB,0,160.05,0,0,0,11.38,0,155.39,0,0,0,11.05,2020,6
    ,,145079,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,FAY GORDON INSURANCE,18.35,0,0,0,0,0.43,17.82,0,0,0,0,0.42,2020,6
186,Primerica Life Insurance Company of Canada        ,145465,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA LIFE/TRACEY CHESSON,0,33.58,0,0,0,0,0,32.6,0,0,0,0,2020,6
    ,,99780,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,ECHO DENTAL LAB LTD.,0,19.35,0,0,0,0.88,0,18.79,0,0,0,0.85,2020,6
769,Luxottica                                         ,236052,CORP2,Quebec,6/24/2019,0,0,0,0,0,0,0,0,LENSCRAFTERS #1963 ( LUX),0,14.52,0,0,0,0,0,14.1,0,0,0,0,2020,6
    ,,224246,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,A.D.A.M CENTRE,0,69.42,0,0,0,5.25,0,67.4,0,0,0,5.1,2020,6
    ,,67387,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,DR. FRANCOIS BEDARD,0,11.09,0,0,0,0.88,0,10.77,0,0,0,0.85,2020,6
769,Luxottica                                         ,236173,CORP2,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,PEARLE #5825 (LUX),0,33.08,0,0,0,0,0,32.12,0,0,0,0,2020,6
    ,,242567,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,SANDWICH WEST DENTAL,0,11.09,0,0,0,0,0,10.77,0,0,0,0,2020,6
    ,,234229,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,OPTICAL EYEWORKS,0,189.23,0,0,0,14.01,0,183.72,0,0,0,13.6,2020,6
    ,,206701,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,MCCALL DAWSON LLP,0,79.05,0,0,0,11.33,0,76.75,0,0,0,11,2020,6
    ,,96723,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,EXETER FAMILY EYECARE,0,36.58,0,0,0,0,0,35.51,0,0,0,0,2020,6
    ,,245857,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,RISK CARE INSURANCE BROKER,11.45,26.94,0,0,0,1.86,11.12,26.16,0,0,0,1.81,2020,6
    ,,3651,ONTA ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,21ST CENTURY TRAVEL INSURANCE LTD.,60.36,0,0,0,0,0,58.6,0,0,0,0,0,2020,6
    ,,135566,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,TRANSAT TRAVEL,0,20.03,0,0,0,0,0,19.45,0,0,0,0,2020,6
    ,,98059,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,E.T. OPTICAL,0,46.54,0,0,0,3.5,0,45.18,0,0,0,3.4,2020,6
    ,,244661,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,INSURE SMART AGENCY LTD.,3.65,0,0,0,0,4.2,3.54,0,0,0,0,4.08,2020,6
    ,,206034,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,E-BROKERS FINANCIAL,8.26,0,0,0,0,3.51,8.02,0,0,0,0,3.41,2020,6
    ,,232157,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,JONG BUM LEE,0,33.43,0,0,0,0,0,32.46,0,0,0,0,2020,6
    ,,10557,ONTA ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,LIMESTONE FINANCIAL INC.,0,41.87,0,0,0,0,0,40.65,0,0,0,0,2020,6
    ,,131012,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,BOUGH & ASSOC. FINANCIAL SOLUTIONS,4.95,0,0,0,0,6.82,4.81,0,0,0,0,6.62,2020,6
    ,,207096,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ALVISTA FINANCIAL INC,3.24,8,0,0,0,6.56,3.15,7.77,0,0,0,6.37,2020,6
    ,,14449,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,CANADA LIFE,0,262.38,0,0,0,0,0,254.74,0,0,0,0,2020,6
    ,,8882,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,BELMONT HEALTH AND WEALTH,0,33.91,0,0,0,0,0,32.92,0,0,0,0,2020,6
618,TransForce                                        ,240759,999,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,CLARKE TRANSPORT INC.,0,58.67,0,0,0,0,0,56.96,0,0,0,0,2020,6
    ,,125895,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,TRAVEL INSURANCE SPECIALISTS,0,13.47,0,0,0,0.88,0,13.08,0,0,0,0.85,2020,6
186,Primerica Life Insurance Company of Canada        ,238503,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA LIFE - DELROY A. DAVID,0,18.01,0,0,0,0,0,17.49,0,0,0,0,2020,6
    ,,241916,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,THE FINANCIAL COMPANY,0,8.25,0,0,0,0,0,8.01,0,0,0,0,2020,6
    ,,246687,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,MY BROKERS,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,233208,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,THE BATTERY SHOP,0,41.5,0,0,0,0,0,40.29,0,0,0,0,2020,6
739,Altima Dental Canada                              ,120610,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ALTIMA ADELAIDE DENTAL CENTRE,0,31.17,0,0,0,0,0,30.26,0,0,0,0,2020,6
    ,,209882,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,EDWARD JONES,1.08,0,0,0,0,2.84,1.05,0,0,0,0,2.76,2020,6
    ,,104761,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,CHUTTER UNDERWRITING SERVICES,4.33,0,0,0,0,3.52,4.2,0,0,0,0,3.42,2020,6
    ,,233822,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,I-CONCEPT OPTICAL,0,11.09,0,0,0,0,0,10.77,0,0,0,0,2020,6
    ,,175506,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,VISION STORE,0,34.33,0,0,0,0,0,33.33,0,0,0,0,2020,6
    ,,127429,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,GEORGE CAREY BROKER,3.24,0,0,0,0,0.68,3.15,0,0,0,0,0.66,2020,6
914,Crawford & Company (Canada) Inc                   ,244343,ONTC ,west,6/24/2019,0,0,0,0,0,0,0,0,CRAWFORD & COMPANY,5.3,15.68,0,0,0,2.54,5.15,15.22,0,0,0,2.47,2020,6
    ,,240102,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,MODERN DENTAL WORKS,0,21.23,0,0,0,0,0,20.61,0,0,0,0,2020,6
    ,,232626,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,U FIRST SOLUTIONS,3.71,0,0,0,0,0.22,3.6,0,0,0,0,0.21,2020,6
    ,,19270,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,BEACON II INC,8.43,0,0,0,0,11.37,8.18,0,0,0,0,11.04,2020,6
612,FYIdoctors                                        ,116000,BC1  ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,VISIQUE MATANE,0,116.99,0,0,0,0,0,113.58,0,0,0,0,2020,6
31,Western Financial Group                           ,30701,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,WESTERN COAST INSURANCE SERVICES,42.04,18.54,0,0,0,0.91,40.82,18,0,0,0,0.88,2020,6
    ,,108095,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,COTTON PLANNING SERV. (1996),21.88,0,0,0,0,0,21.24,0,0,0,0,0,2020,6
    ,,136219,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,THE TRAVEL STORE,0,45.77,0,0,0,0,0,44.44,0,0,0,0,2020,6
    ,,248862,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,THE WATER STORE,0,22.89,0,0,0,0.88,0,22.22,0,0,0,0.85,2020,6
    ,,179420,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,DAVIES OPTICIANS,0,226.01,0,0,0,18.95,0,219.43,0,0,0,18.4,2020,6
    ,,246977,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,SANDHU OPTICAL,0,56.29,0,0,0,1.75,0,54.65,0,0,0,1.7,2020,6
205,Hakim Optical                                     ,171985,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HAKIM OPTICAL,0,21.57,45.3,0,0,0,0,20.94,43.98,0,0,0,2020,6
186,Primerica Life Insurance Company of Canada        ,81632,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,PRIMERICA LIFE - VALERIE J.MARTIN,0,12.38,0,0,0,0,0,12.02,0,0,0,0,2020,6
    ,,156749,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,MAXABILITATION INC.,0,32.12,0,0,0,0,0,31.18,0,0,0,0,2020,6
    ,,31062,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,TANIOUS INSURANCE & INVESTMENTS,16.71,8,0,0,0,23.16,16.22,7.77,0,0,0,22.49,2020,6
    ,,187004,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,WESTERN SURETY CO.,25.81,49.38,0,0,0,2.84,25.06,47.94,0,0,0,2.76,2020,6
202,NFP Canada                                        ,238030,CORP2,central,6/24/2019,0,0,0,0,0,0,0,0,DALTON TIMMIS INSURANCE,6.49,0,0,0,0,13.13,6.3,0,0,0,0,12.75,2020,6
    ,,231267,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,CLARITY GROUP FINANCIAL INC,0,9.18,0,0,0,0,0,8.91,0,0,0,0,2020,6
    ,,241611,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,GLOBAL PET FOODS,0,74.45,0,0,0,3.5,0,72.28,0,0,0,3.4,2020,6
    ,,238378,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,CU VISION OPTOMETRISTS,0,24.91,0,0,0,0,0,24.18,0,0,0,0,2020,6
    ,,223621,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,ACCOUNTABLE INC - C/O ROSE HILL,0,8.25,0,0,0,0,0,8.01,0,0,0,0,2020,6
    ,,241814,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,BETHEL INSURANCE BROKERS INC.,3.24,0,0,0,0,8.53,3.15,0,0,0,0,8.28,2020,6
    ,,70525,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,DR. YVONNA V HRABOWSKY,0,36.9,0,0,0,2.63,0,35.83,0,0,0,2.55,2020,6
    ,,106292,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,GPS FINANCIAL CANADA LTD,22.1,0,0,0,0,0,21.46,0,0,0,0,0,2020,6
    ,,244635,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,HIGHLANDS DENTURE CLINIC,0,11.44,0,0,0,0,0,11.11,0,0,0,0,2020,6
328,Industrial Alliance Pacific                       ,17750,BC1  ,west,6/24/2019,0,0,0,0,0,0,0,0,INDUSTRIAL ALLIANCE INSURANCE &,2.3,117.36,0,0,0,5.55,2.23,113.94,0,0,0,5.39,2020,6
    ,,111432,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,WSC FINANCIAL SOLUTIONS INC.,0,32.26,0,0,0,3.5,0,31.32,0,0,0,3.4,2020,6
    ,,248809,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ALIGNED CAPITAL PARTNERS,0,13.47,0,0,0,0,0,13.08,0,0,0,0,2020,6
750,ListenUp! Canada                                  ,155126,CORP1,west,6/24/2019,0,0,0,0,0,0,0,0,HEARINGLIFE CANADA LTD.,0,11.9,0,0,0,0,0,11.55,0,0,0,0,2020,6
    ,,222271,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,THE CO-OPERATORS DISTRICT MGMNT,4.1,21.72,0,0,0,7.67,3.98,21.09,0,0,0,7.45,2020,6
    ,,235555,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,GLOBAL PET FOODS,0,80.13,0,0,0,3.5,0,77.8,0,0,0,3.4,2020,6
    ,,176307,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,"BRENT,DR.",0,22.19,0,0,0,0,0,21.54,0,0,0,0,2020,6
    ,,12003,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,THE CO-OPERATORS INS,0,8,0,0,0,0,0,7.77,0,0,0,0,2020,6
    ,,129521,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,THE CO-OPERATORS,3.24,0,0,0,0,4.6,3.15,0,0,0,0,4.47,2020,6
    ,,248131,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,BONLOOK,0,131.38,0,0,0,0,0,127.55,0,0,0,0,2020,6
    ,,223009,ONTC ,central,6/24/2019,0,0,0,0,0,0,0,0,LINC HOME STUDY,0,82.8,0,0,0,0,0,80.39,0,0,0,0,2020,6
    ,,244577,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,AIM CANADA IMMIGRATION,0,29.4,0,14.57,0,0,0,28.54,0,14.15,0,0,2020,6
    ,,233325,ATL1 ,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,GREAT WEST LIFE,8.57,0,0,0,0,0,8.32,0,0,0,0,0,2020,6
739,Altima Dental Canada                              ,120611,ONTA ,central,6/24/2019,0,0,0,0,0,0,0,0,ALTIMA CEDARBRAE DENT. CENTRE,0,22.93,0,0,0,0,0,22.26,0,0,0,0,2020,6
750,ListenUp! Canada                                  ,246944,CORP1,central,6/24/2019,0,0,0,0,0,0,0,0,HEARINGLIFE CANADA LTD.,0,31.02,0,0,0,0,0,30.12,0,0,0,0,2020,6
    ,,128475,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,ASHMEADE & LOW,0,35.38,0,0,0,0,0,34.35,0,0,0,0,2020,6
602,Siemens Hearing Instruments Inc. (Inbound)        ,224980,CORP1,Atlantic,6/24/2019,0,0,0,0,0,0,0,0,HEARING HEALTH CARE UNIT OF,0,43.8,0,0,0,0,0,42.52,0,0,0,0,2020,6
    ,,239572,QUE1 ,Quebec,6/24/2019,0,0,0,0,0,0,0,0,KOWALSKI HEARING SOLUTIONS,0,22.89,0,0,0,1.75,0,22.22,0,0,0,1.7,2020,6
    ,,247620,WEST ,west,6/24/2019,0,0,0,0,0,0,0,0,EYE NINE OPTOMETRY,0,123.6,0,0,0,0,0,120,0,0,0,0,2020,6
